{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
114;0.000121503;0.000114155;0;0.000198;0.000114155;0.34257;0.149;0;0.892586996;0.93931734;0;0.099760476;0.0001
115;0.000126564;0.000114155;0;0.000137;0.000114155;0.19329;0.233;0;0.892586996;0.93931734;0;0.048028934;0.0001
116;0.000148433;0.000114155;0;9.07E-05;0.000114155;0.14217;0.238;0;0.892586996;0.93931734;0;0.03991755;0.0001
117;0.000159631;0.000114155;0;6.33E-05;0.000114155;0.06835;0.197;0;0.892586996;0.93931734;0;0.012119361;0.0001
118;0.00014834;0.000114155;0;4.11E-05;0.000114155;0.00892;0.156;0;0.892586996;0.93931734;0;0;0.0001
119;0.000127;0.000114155;0;2.46E-05;0.000114155;0;0.125;0;0.892586996;0.93931734;0;0;0.0001
120;1.04E-04;0.000114155;0;8.08E-06;0.000114155;0;0.102;0;0.892586996;0.93931734;0;0;0.0001
121;8.83E-05;0.000114155;0;6.77E-06;0.000114155;0;0.104;0;0.892586996;0.93931734;0;0;0.0001
122;7.96E-05;0.000114155;0;3.75E-06;0.000114155;0;0.133;0;0.892586996;0.93931734;0;0;0.0001
123;7.50E-05;0.000114155;0;2.38E-06;0.000114155;0;0.136;0;0.892586996;0.93931734;0;0;0.0001
124;7.37E-05;0.000114155;0;8.30E-06;0.000114155;0;0.122;0;0.892586996;0.93931734;0;0;0.0001
125;7.50E-05;0.000114155;0;2.49E-05;0.000114155;0;0.095;0;0.892586996;0.93931734;0;0;0.0001
126;8.10E-05;0.000114155;0;6.93E-05;0.000114155;0;0.062;0;0.892586996;0.93931734;0;0;0.0001
127;9.04E-05;0.000114155;0;0.000143;0.000114155;0;0.033;0;0.892586996;0.93931734;0;0;0.0001
128;1.06E-04;0.000114155;0;0.00019;0.000114155;0;0.029;0;0.892586996;0.93931734;0;0;0.0001
129;1.18E-04;0.000114155;0;0.000168;0.000114155;0;0.021;0;0.892586996;0.93931734;0;0;0.0001
